activation,hidden_nodes,lr,dropout,lambda1,lambda2,optimizer,momentum,train_acc,val_acc,final_loss
sigmoid,"[64, 64]",0.001,0.5,0.001,0.01,momentum,0.99,0.3328804347826087,0.358695652173913,26.308999959376496
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.0,adam,0.0,0.44565217391304346,0.43478260869565216,1.0571977282206995
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.0,momentum,0.8,0.30027173913043476,0.34782608695652173,1.5080920986258766
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.0,momentum,0.9,0.35733695652173914,0.3695652173913043,1.4381816720316873
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.0,momentum,0.99,0.3532608695652174,0.3695652173913043,2.698013498794587
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.0001,adam,0.0,0.5244565217391305,0.532608695652174,1.506336934950948
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.0001,momentum,0.8,0.44565217391304346,0.41304347826086957,1.6666765056659805
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.0001,momentum,0.9,0.5516304347826086,0.5434782608695652,2.386883155887913
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.0001,momentum,0.99,0.004076086956521739,0.0,4.689463192492911
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.001,adam,0.0,0.04891304347826087,0.03260869565217391,4.804837793701429
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.001,momentum,0.8,0.529891304347826,0.5108695652173914,5.797530453976188
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.001,momentum,0.9,0.5190217391304348,0.5652173913043478,3.3672178034968403
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.001,momentum,0.99,0.31929347826086957,0.3804347826086957,3.667185776841428
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.01,adam,0.0,0.3858695652173913,0.45652173913043476,21.50538061379074
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.01,momentum,0.8,0.40625,0.3695652173913043,22.231685362706003
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.01,momentum,0.9,0.29891304347826086,0.358695652173913,22.798243506194158
sigmoid,"[64, 64]",0.0001,0.0,0.0,0.01,momentum,0.99,0.485054347826087,0.5,21.982559764732272
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.0,adam,0.0,0.4470108695652174,0.44565217391304346,3.3416860963172645
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.0,momentum,0.8,0.5597826086956522,0.5434782608695652,1.3388039501261484
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.0,momentum,0.9,0.004076086956521739,0.0,3.826041024684793
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.0,momentum,0.99,0.46195652173913043,0.4673913043478261,1.3860508148048192
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.0001,adam,0.0,0.6426630434782609,0.5652173913043478,1.2915873060897232
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.0001,momentum,0.8,0.07608695652173914,0.08695652173913043,4.862251139200373
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.0001,momentum,0.9,0.19701086956521738,0.14130434782608695,2.356992994304019
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.0001,momentum,0.99,0.006793478260869565,0.0,7.408055816296619
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.001,adam,0.0,0.5529891304347826,0.5434782608695652,3.381984808475427
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.001,momentum,0.8,0.39945652173913043,0.41304347826086957,4.039817835560114
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.001,momentum,0.9,0.47146739130434784,0.4673913043478261,3.3157528934067577
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.001,momentum,0.99,0.46059782608695654,0.45652173913043476,4.21429920648297
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.01,adam,0.0,0.5108695652173914,0.4891304347826087,22.415698857992037
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.01,momentum,0.8,0.1331521739130435,0.13043478260869565,22.961691593515823
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.01,momentum,0.9,0.39809782608695654,0.42391304347826086,24.68360527352047
sigmoid,"[64, 64]",0.0001,0.0,0.0001,0.01,momentum,0.99,0.4388586956521739,0.43478260869565216,23.02324788863273
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.0,adam,0.0,0.2391304347826087,0.25,4.872543951781692
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.0,momentum,0.8,0.4578804347826087,0.5108695652173914,4.265508032153578
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.0,momentum,0.9,0.5652173913043478,0.6086956521739131,3.902466854454541
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.0,momentum,0.99,0.46875,0.44565217391304346,4.41624473437573
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.0001,adam,0.0,0.15489130434782608,0.14130434782608695,5.9901600579702405
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.0001,momentum,0.8,0.23233695652173914,0.25,5.057238992095795
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.0001,momentum,0.9,0.5570652173913043,0.5543478260869565,4.160865987482459
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.0001,momentum,0.99,0.5203804347826086,0.532608695652174,4.286974344648858
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.001,adam,0.0,0.5543478260869565,0.5652173913043478,5.880903407338646
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.001,momentum,0.8,0.4429347826086957,0.391304347826087,6.167545551598665
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.001,momentum,0.9,0.05434782608695652,0.06521739130434782,7.82164243716656
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.001,momentum,0.99,0.15353260869565216,0.16304347826086957,6.780700672490992
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.01,adam,0.0,0.4375,0.44565217391304346,23.888996577662972
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.01,momentum,0.8,0.5652173913043478,0.5543478260869565,24.65526652006757
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.01,momentum,0.9,0.5258152173913043,0.532608695652174,24.633168202045347
sigmoid,"[64, 64]",0.0001,0.0,0.001,0.01,momentum,0.99,0.5557065217391305,0.5652173913043478,25.20658032615536
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.0,adam,0.0,0.41847826086956524,0.40217391304347827,1.8195429810320218
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.0,momentum,0.8,0.26358695652173914,0.2391304347826087,1.9946358203230001
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.0,momentum,0.9,0.360054347826087,0.21739130434782608,1.760869503251636
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.0,momentum,0.99,0.5203804347826086,0.532608695652174,2.6576506658354684
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.0001,adam,0.0,0.6032608695652174,0.5,1.8042537783860844
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.0001,momentum,0.8,0.035326086956521736,0.03260869565217391,3.617007887596991
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.0001,momentum,0.9,0.39266304347826086,0.391304347826087,1.847534706773112
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.0001,momentum,0.99,0.5407608695652174,0.5434782608695652,2.4000545571849394
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.001,adam,0.0,0.5407608695652174,0.5652173913043478,3.195389468849929
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.001,momentum,0.8,0.38179347826086957,0.358695652173913,3.8723729123012496
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.001,momentum,0.9,0.21467391304347827,0.2608695652173913,5.635643425699046
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.001,momentum,0.99,0.4470108695652174,0.44565217391304346,4.59658075470393
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.01,adam,0.0,0.4470108695652174,0.44565217391304346,23.784121827715154
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.01,momentum,0.8,0.23369565217391305,0.16304347826086957,22.909017379361103
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.01,momentum,0.9,0.4470108695652174,0.44565217391304346,25.759948314771776
sigmoid,"[64, 64]",0.0001,0.2,0.0,0.01,momentum,0.99,0.40896739130434784,0.44565217391304346,22.308763206340462
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.0,adam,0.0,0.4266304347826087,0.40217391304347827,1.870644523256935
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.0,momentum,0.8,0.4701086956521739,0.41304347826086957,1.8428039124953797
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.0,momentum,0.9,0.4592391304347826,0.43478260869565216,2.350026177380501
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.0,momentum,0.99,0.328804347826087,0.31521739130434784,2.3842041184885177
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.0001,adam,0.0,0.43478260869565216,0.4782608695652174,2.163575027641615
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.0001,momentum,0.8,0.5529891304347826,0.5543478260869565,2.9810748175024138
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.0001,momentum,0.9,0.39266304347826086,0.3804347826086957,2.472499135436049
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.0001,momentum,0.99,0.11277173913043478,0.06521739130434782,3.6450743030714494
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.001,adam,0.0,0.5529891304347826,0.5543478260869565,5.122768886379308
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.001,momentum,0.8,0.11956521739130435,0.09782608695652174,5.827325024762087
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.001,momentum,0.9,0.3804347826086957,0.391304347826087,4.196349356300969
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.001,momentum,0.99,0.0625,0.043478260869565216,5.724200378893983
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.01,adam,0.0,0.4578804347826087,0.5108695652173914,21.94665417119893
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.01,momentum,0.8,0.483695652173913,0.4891304347826087,22.221787876014716
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.01,momentum,0.9,0.5244565217391305,0.5,22.189040588055445
sigmoid,"[64, 64]",0.0001,0.2,0.0001,0.01,momentum,0.99,0.44429347826086957,0.4673913043478261,22.547503680303628
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.0,adam,0.0,0.4592391304347826,0.40217391304347827,4.48992871450033
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.0,momentum,0.8,0.5801630434782609,0.5108695652173914,4.530313570138621
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.0,momentum,0.9,0.0,0.0,10.742333450797581
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.0,momentum,0.99,0.11820652173913043,0.13043478260869565,5.7983225184143965
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.0001,adam,0.0,0.5665760869565217,0.5978260869565217,4.646085020832827
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.0001,momentum,0.8,0.23233695652173914,0.25,5.339991325512359
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.0001,momentum,0.9,0.46059782608695654,0.5108695652173914,5.067116084311349
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.0001,momentum,0.99,0.43342391304347827,0.44565217391304346,6.873535152217685
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.001,adam,0.0,0.5529891304347826,0.5543478260869565,6.794243881556568
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.001,momentum,0.8,0.4904891304347826,0.5,8.674492689825328
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.001,momentum,0.9,0.41440217391304346,0.4673913043478261,6.968602458056081
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.001,momentum,0.99,0.001358695652173913,0.0,9.806698252184086
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.01,adam,0.0,0.6331521739130435,0.5978260869565217,23.771074014093006
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.01,momentum,0.8,0.5516304347826086,0.5760869565217391,25.398328247828413
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.01,momentum,0.9,0.5529891304347826,0.5543478260869565,26.745276616828946
sigmoid,"[64, 64]",0.0001,0.2,0.001,0.01,momentum,0.99,0.08967391304347826,0.16304347826086957,25.837566896264185
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.0,adam,0.0,0.5978260869565217,0.5869565217391305,2.353234470141954
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.0,momentum,0.8,0.42934782608695654,0.42391304347826086,3.0381987219532136
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.0,momentum,0.9,0.4782608695652174,0.532608695652174,4.351784920764153
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.0,momentum,0.99,0.47282608695652173,0.4782608695652174,2.6435684876496084
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.0001,adam,0.0,0.15760869565217392,0.20652173913043478,3.9615001692886245
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.0001,momentum,0.8,0.5910326086956522,0.6304347826086957,2.7624323238494193
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.0001,momentum,0.9,0.563858695652174,0.5543478260869565,2.981023805895749
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.0001,momentum,0.99,0.22010869565217392,0.15217391304347827,3.1549990305581366
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.001,adam,0.0,0.5122282608695652,0.532608695652174,5.134054014416212
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.001,momentum,0.8,0.45652173913043476,0.40217391304347827,5.091708018862638
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.001,momentum,0.9,0.5230978260869565,0.5543478260869565,4.660510316818635
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.001,momentum,0.99,0.0,0.0,8.393118224549061
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.01,adam,0.0,0.5597826086956522,0.6086956521739131,22.327496549668986
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.01,momentum,0.8,0.47282608695652173,0.42391304347826086,23.202963389768588
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.01,momentum,0.9,0.17798913043478262,0.14130434782608695,24.807987190796492
sigmoid,"[64, 64]",0.0001,0.5,0.0,0.01,momentum,0.99,0.6399456521739131,0.6630434782608695,22.750987428769985
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.0,adam,0.0,0.4470108695652174,0.44565217391304346,3.3994679740921794
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.0,momentum,0.8,0.5380434782608695,0.4782608695652174,3.1849887898112677
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.0,momentum,0.9,0.08288043478260869,0.09782608695652174,4.218647463513989
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.0,momentum,0.99,0.18206521739130435,0.13043478260869565,4.382221236028912
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.0001,adam,0.0,0.30027173913043476,0.33695652173913043,4.271048084463622
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.0001,momentum,0.8,0.4279891304347826,0.41304347826086957,5.153191663783326
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.0001,momentum,0.9,0.41983695652173914,0.41304347826086957,5.64653157526714
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.0001,momentum,0.99,0.0,0.0,6.226045165420585
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.001,adam,0.0,0.6345108695652174,0.6413043478260869,4.815587006633278
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.001,momentum,0.8,0.4470108695652174,0.44565217391304346,6.70036865648423
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.001,momentum,0.9,0.5529891304347826,0.5543478260869565,5.887054768107264
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.001,momentum,0.99,0.02717391304347826,0.010869565217391304,6.327177033162733
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.01,adam,0.0,0.42527173913043476,0.41304347826086957,24.82704843110079
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.01,momentum,0.8,0.39945652173913043,0.40217391304347827,23.962348625554434
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.01,momentum,0.9,0.37771739130434784,0.41304347826086957,23.484490910921817
sigmoid,"[64, 64]",0.0001,0.5,0.0001,0.01,momentum,0.99,0.5910326086956522,0.6304347826086957,22.664198264082625
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.0,adam,0.0,0.7051630434782609,0.6956521739130435,5.402200547164512
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.0,momentum,0.8,0.44157608695652173,0.44565217391304346,7.6419401243417
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.0,momentum,0.9,0.5516304347826086,0.5543478260869565,5.715471902320061
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.0,momentum,0.99,0.485054347826087,0.532608695652174,5.390432517297139
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.0001,adam,0.0,0.18070652173913043,0.21739130434782608,6.695967616432721
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.0001,momentum,0.8,0.43070652173913043,0.391304347826087,5.418924175519464
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.0001,momentum,0.9,0.4266304347826087,0.4782608695652174,5.866323080153682
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.0001,momentum,0.99,0.0,0.0,7.85417446076999
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.001,adam,0.0,0.25407608695652173,0.2391304347826087,8.77400083875439
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.001,momentum,0.8,0.4592391304347826,0.4782608695652174,7.532910449327704
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.001,momentum,0.9,0.0,0.0,10.363183481357524
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.001,momentum,0.99,0.21467391304347827,0.25,8.408329665816744
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.01,adam,0.0,0.5054347826086957,0.5434782608695652,25.73374458613603
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.01,momentum,0.8,0.5529891304347826,0.5543478260869565,26.177899702555827
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.01,momentum,0.9,0.3016304347826087,0.33695652173913043,25.649792180345138
sigmoid,"[64, 64]",0.0001,0.5,0.001,0.01,momentum,0.99,0.3641304347826087,0.33695652173913043,26.78803670749987
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.0,adam,0.0,0.8614130434782609,0.8586956521739131,0.3406008056609947
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.0,momentum,0.8,0.5285326086956522,0.5108695652173914,1.4021636308603507
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.0,momentum,0.9,0.5652173913043478,0.6086956521739131,0.7860254784189086
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.0,momentum,0.99,0.41847826086956524,0.44565217391304346,0.8913561457340471
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.0001,adam,0.0,0.8505434782608695,0.8478260869565217,0.8215176828270763
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.0001,momentum,0.8,0.5516304347826086,0.5652173913043478,1.2570505491439865
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.0001,momentum,0.9,0.42391304347826086,0.41304347826086957,2.0693758658924377
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.0001,momentum,0.99,0.5040760869565217,0.4782608695652174,2.4031858002229827
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.001,adam,0.0,0.8328804347826086,0.8913043478260869,4.5788445276932075
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.001,momentum,0.8,0.53125,0.532608695652174,5.760264885900044
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.001,momentum,0.9,0.009510869565217392,0.0,6.47822712731608
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.001,momentum,0.99,0.21739130434782608,0.21739130434782608,6.157801239782219
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.01,adam,0.0,0.7622282608695652,0.75,35.50414943513895
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.01,momentum,0.8,0.44157608695652173,0.4782608695652174,47.35751519825514
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.01,momentum,0.9,0.3029891304347826,0.29347826086956524,48.03444394461128
sigmoid,"[128, 64, 32]",0.001,0.0,0.0,0.01,momentum,0.99,0.4076086956521739,0.42391304347826086,47.597870873487636
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.0,adam,0.0,0.8464673913043478,0.8586956521739131,1.0547106577876502
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.0,momentum,0.8,0.4470108695652174,0.44565217391304346,2.2071843199625873
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.0,momentum,0.9,0.5665760869565217,0.5760869565217391,1.50259012087798
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.0,momentum,0.99,0.0,0.0,5.0545111583608495
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.0001,adam,0.0,0.8410326086956522,0.8152173913043478,1.4982713639674192
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.0001,momentum,0.8,0.654891304347826,0.6521739130434783,1.9428226808557696
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.0001,momentum,0.9,0.5529891304347826,0.5543478260869565,3.3201156594758237
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.0001,momentum,0.99,0.0,0.0,4.289145574110562
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.001,adam,0.0,0.8505434782608695,0.8152173913043478,4.809353905447649
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.001,momentum,0.8,0.29347826086956524,0.2826086956521739,6.785883345198708
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.001,momentum,0.9,0.5434782608695652,0.5434782608695652,6.232030816762267
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.001,momentum,0.99,0.48233695652173914,0.45652173913043476,6.39682152567735
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.01,adam,0.0,0.7608695652173914,0.75,36.39955655963285
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.01,momentum,0.8,0.36277173913043476,0.4673913043478261,48.403496935997026
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.01,momentum,0.9,0.5353260869565217,0.532608695652174,48.46590285654988
sigmoid,"[128, 64, 32]",0.001,0.0,0.0001,0.01,momentum,0.99,0.39402173913043476,0.3804347826086957,49.361783614639826
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.0,adam,0.0,0.84375,0.8478260869565217,6.639147589504988
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.0,momentum,0.8,0.44565217391304346,0.44565217391304346,8.249048709534765
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.0,momentum,0.9,0.23233695652173914,0.16304347826086957,8.525775299141248
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.0,momentum,0.99,0.501358695652174,0.5108695652173914,7.901985059880531
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.0001,adam,0.0,0.8301630434782609,0.8260869565217391,7.067934083502248
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.0001,momentum,0.8,0.5461956521739131,0.5434782608695652,8.360814213877909
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.0001,momentum,0.9,0.453804347826087,0.42391304347826086,8.45364473790615
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.0001,momentum,0.99,0.0,0.0,10.57802395265069
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.001,adam,0.0,0.8355978260869565,0.8260869565217391,10.923592407953006
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.001,momentum,0.8,0.4673913043478261,0.45652173913043476,13.414238660225365
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.001,momentum,0.9,0.5529891304347826,0.5543478260869565,13.657821703005318
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.001,momentum,0.99,0.3763586956521739,0.32608695652173914,12.881994846955555
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.01,adam,0.0,0.7703804347826086,0.782608695652174,41.80447306609074
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.01,momentum,0.8,0.5529891304347826,0.532608695652174,53.66268940254068
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.01,momentum,0.9,0.5625,0.6304347826086957,54.74870206716298
sigmoid,"[128, 64, 32]",0.001,0.0,0.001,0.01,momentum,0.99,0.16576086956521738,0.14130434782608695,55.992041586720376
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.0,adam,0.0,0.8233695652173914,0.8586956521739131,0.569383688815702
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.0,momentum,0.8,0.4470108695652174,0.44565217391304346,2.101665253116659
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.0,momentum,0.9,0.4279891304347826,0.43478260869565216,1.2797429198441848
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.0,momentum,0.99,0.4470108695652174,0.44565217391304346,3.292057205077757
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.0001,adam,0.0,0.8274456521739131,0.8478260869565217,1.096068753475362
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.0001,momentum,0.8,0.25679347826086957,0.21739130434782608,2.0877633418044415
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.0001,momentum,0.9,0.5584239130434783,0.5,1.4328782938554787
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.0001,momentum,0.99,0.42527173913043476,0.42391304347826086,1.9315462863409971
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.001,adam,0.0,0.8220108695652174,0.8369565217391305,4.322985703627021
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.001,momentum,0.8,0.36277173913043476,0.42391304347826086,6.164145083735095
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.001,momentum,0.9,0.44565217391304346,0.42391304347826086,6.285522891172306
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.001,momentum,0.99,0.017663043478260868,0.0,7.08754281571064
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.01,adam,0.0,0.75,0.8260869565217391,35.52232910763529
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.01,momentum,0.8,0.26902173913043476,0.30434782608695654,50.002523255680345
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.01,momentum,0.9,0.001358695652173913,0.0,49.88798924095662
sigmoid,"[128, 64, 32]",0.001,0.2,0.0,0.01,momentum,0.99,0.483695652173913,0.5,48.7446145832197
sigmoid,"[128, 64, 32]",0.001,0.2,0.0001,0.0,adam,0.0,0.8301630434782609,0.8260869565217391,1.2410853515431906
sigmoid,"[128, 64, 32]",0.001,0.2,0.0001,0.0,momentum,0.8,0.33695652173913043,0.29347826086956524,2.2788796023257847
sigmoid,"[128, 64, 32]",0.001,0.2,0.0001,0.0,momentum,0.9,0.34103260869565216,0.31521739130434784,2.332333189191659
sigmoid,"[128, 64, 32]",0.001,0.2,0.0001,0.0,momentum,0.99,0.4048913043478261,0.391304347826087,2.883582246997893
sigmoid,"[128, 64, 32]",0.001,0.2,0.0001,0.0001,adam,0.0,0.8491847826086957,0.8478260869565217,1.5643664741634218
